名称,0时,1时,2时,3时,4时,5时,6时,7时,8时,9时,10时,11时,12时,13时,14时,15时,16时,17时,18时,19时,20时,21时,22时,23时,24时,25时,26时,27时,28时,29时,质量差计数,缺失数据计数
学5栋5416室电表,1.16,0.02,0.3,0,0.01,0,0.06,0.24,0.01,0.29,0,0.01,0,0.45,0,0.3,0,0.01,0.04,0.25,0,0.01,0.5,1.87,1.89,0.63,0.01,0.3,0.01,0,0,0
学5栋5417室电表,1.35,0,0.02,0.01,0.28,0,0.01,0.41,0.12,0.28,0,0,0.01,0.41,0.06,0.3,0,0,0,0.24,0.05,0,1.8,1.88,0.97,0.03,0,0.01,0.28,0.01,0,0
学5栋5418室电表,1.98,1.46,0.04,0.01,0.32,0.01,0,0.05,0.83,0.31,0.01,0,0,0.36,0.04,0.01,0.3,0,0,0.01,0.01,0.32,1.34,1.88,1.92,0.71,0.03,0.02,0.33,0.02,0,0
学5栋5419室电表,3.11,0.81,1.03,0.8,1.05,1.03,0.81,0.66,0.24,0,0.01,0,0.23,0.5,0.41,0.35,0.01,0,0.01,0.28,0,0.01,1.42,1.91,0.41,0.61,0.37,0.7,0.37,0.37,0,0
学5栋5420室电表,1.95,0.01,0,0.01,0,0.01,0,0.62,0.4,0.01,0,0.34,0,0,0.37,0.31,0.01,0,0,1.43,0.02,0.02,1.86,0.04,0.03,0.01,0,0.29,0.06,0,0,0
学5栋5421室电表,2.59,0.23,0.27,0,0.26,0,0.01,0.2,0.22,0.26,0,0,0.26,0.36,0.27,0.01,0.28,0,0.01,0.25,0,0,0.31,0.03,1.07,1.36,0.24,0.26,0.23,0.01,0,0
学5栋5422室电表,0.88,0.53,0.52,0.51,0.65,0.46,0.45,1.22,0.39,0.37,0.01,0,0,0.18,0.01,0.05,0.3,0,0.01,0.56,0,0.01,1.58,0.72,0.68,0.61,0.84,0.61,0.45,0.45,0,0
学5栋5423室电表,1.51,0.75,0.77,0.88,0.69,0.86,0.68,0.59,0.23,0.22,0.05,0.23,0.04,0.03,0.26,0.01,0,0.2,0.03,0.01,0.03,0.04,1.83,1.23,0.82,0.54,0.82,0.75,0.63,0.6,0,0
学5栋5425室电表,0.56,0.43,0.66,0.47,0.67,0.45,0.46,0.32,0.21,0.01,0.17,0.04,0,0.03,0.25,0.02,0,0.22,0,0.01,0,0.23,1.29,1.85,0.82,0.53,0.63,0.63,0.45,0.58,0,0
学5栋5426室电表,0.77,0.3,0.12,0.28,0.14,0.32,0.14,0.34,0.21,0.22,0,0.2,0,1.14,0.53,0.24,0.21,0.02,0.2,0.11,0.2,0,1.37,1.74,0.99,0.24,0.22,0.01,0.24,0.01,0,0
学5栋5427室电表,2.1,0.03,0.02,0.01,0.19,0.13,0.01,0.63,1.02,0.01,0,0,0.01,0.31,0.67,0.08,0,0.01,0,0,0.32,0,0.31,1.23,2.4,0.43,0.01,0.01,0,0.01,0,0
学5栋5428室电表,1.14,0.8,0.87,0.82,0.82,1.21,0.78,1.64,0,0.01,0,0.41,0.01,0.03,0.03,0.42,0.01,0.4,0,0.03,0.01,0.42,1.57,1.09,0.02,0.01,0,0,0.43,0,0,0
学5栋5429室电表,0.4,0.14,0.14,0.01,0.25,0.01,0,0.45,0.29,0.25,0.01,0.01,0.26,0.02,0.04,0.28,0,0.01,0,0.31,0.04,0.04,0.04,0.31,1.72,0.09,0.29,0,0.01,0.25,0,0
学5栋5430室电表,0.78,0.01,0.01,0.02,0.01,0.01,0.43,0.27,0.39,0.01,0.36,0,0.01,0.42,0.02,0.01,0.39,0.01,0.02,0.02,0.01,0.4,1.86,1.91,0.02,0.03,0.02,0.01,0.02,0.01,0,0
学5栋5431室电表,0.59,0.11,0.43,0.09,0.1,0.09,0.1,0.43,0.01,0,0,0.01,0.43,0.16,0.19,0.65,0.14,0.15,0.47,0.04,0,0.02,1.89,2.26,1.16,0.36,0.15,0.09,0.4,0.09,0,0
学5栋5432室电表,2.53,0.66,1.01,0.73,0.74,0.91,0.69,0.75,0.01,0.1,0.13,0.01,0.24,0.15,0.09,0.29,0.04,0.05,0.27,0.1,0.06,0.04,1.49,2.68,2.55,0.51,0.83,0.54,0.54,0.77,0,0
学5栋5433室电表,0.23,0.03,0.22,0.01,0.21,0.01,0.22,0.26,0.23,0,0.21,0,0.19,0.04,0.23,0.01,0,0.21,0,0.01,0.22,0.01,0.05,2.46,0.78,0.64,0.56,0.58,0.49,0.61,0,0
学5栋5435室电表,1.57,2.87,0.9,0.86,0.86,0.85,0.85,1.71,1.94,0.82,0.81,0.82,0.81,1.2,0.76,0.78,0.74,1.03,0.71,0.64,0.77,1.09,0.89,1.22,2.09,0.9,0.83,0.78,0.79,1.02,0,0
学5栋5436室电表,2.61,2.15,0.62,0.71,0.69,0.69,0.8,1.54,1.19,0.04,0.32,0.04,0.04,0.44,0.03,0.59,0.04,0.04,0.32,0.05,0,0.01,0.7,2.57,2.54,0.82,0.68,0.66,0.67,0.66,0,0
学5栋5437室电表,0.7,0.02,0,0.01,0,0.01,0,1.14,0.24,0,0.01,0,0.01,0.06,0.01,0.84,0.01,0,0.01,0.03,0,0,1.74,2.09,0.18,0.01,0.01,0,0.01,0.01,0,0
学5栋5438室电表,2.76,0.77,0.57,0.68,0.66,0.69,1.03,0.9,0.36,0.36,0,0.01,0.01,0.45,0.02,0.5,0.01,0,0,0.4,0,0.01,0.21,2.14,2.08,0.57,0.02,0.01,0.01,0,0,0
学5栋5439室电表,0.64,0.06,0.12,0.15,0,0.16,0,0.32,0.16,0,0.15,0.14,0.05,0.52,0.1,0.19,0.14,0.06,0.08,0.2,0.01,0,1.32,1.15,1.34,0.3,0.01,0.17,0.16,0.02,0,0
学5栋5440室电表,1.69,0.01,0.01,0.02,0.01,0.02,0.3,0.01,0.38,0.01,0,0.28,0.05,0.04,0.18,0.18,0.05,0.01,0.01,0.39,0.06,0.03,1.06,2.15,2.11,0.3,0.01,0.01,0,0.01,0,0
学5栋5441室电表,1.86,0.83,0.52,0.81,0.58,0.57,0.83,1.96,1.43,1.25,0.52,0.7,0.48,0.85,0.49,0.53,0.78,0.5,0.51,0.63,0.85,0.68,0.61,0.58,0.87,0.57,0.45,0.53,0.83,0.52,0,0
学5栋5442室电表,0.95,0.66,0.68,0.75,0.63,0.63,0.85,1.3,0.76,0.87,0.83,0.6,0.5,0.29,0.06,0.32,0.03,0.02,0.25,0.03,0.02,0.14,1.09,0.86,0.61,0.8,0.49,0.58,0.79,0.56,0,0
学5栋5443室电表,2.02,0.25,0,0,0,0.01,0.11,1.11,0.33,0,0,0.01,0.55,0.68,0.06,0.35,0.01,0,0.01,0.01,0.3,0.01,0.68,2.24,2.17,2.11,0.2,0.01,0,0,0,0
学5栋5446室电表,1.72,1.23,0.96,0.88,1.08,0.88,0.87,0.71,0.01,0,0,0,0.44,0.11,0.04,0.22,0,0,0.27,0.08,0,0,0.4,2.62,1.51,1.06,0.89,0.81,1.01,0.8,0,0
学5栋5448室电表,0.44,0.2,0.18,0.38,0.54,0.32,0.54,0.44,0.01,0.2,0.01,0.18,0,0.27,0.04,0.21,0.02,0.01,0.2,0.02,0.01,0.24,0.56,2.28,0.31,1.62,0.21,0.01,0.18,0.19,0,0
学5栋5450室电表,0.93,0.15,0.14,0.13,0.12,0.12,0.01,0.29,0.13,0.13,0.13,0.12,0.12,0.12,0,0.13,0.12,0.01,0.12,1.99,0.29,0.13,1.63,1.24,0.29,0.13,0.12,0.12,0.12,0.01,0,0
学5栋5452室电表,1.42,0.4,0.32,0.37,0.36,0.69,0.36,1.01,0,0.32,0,0.01,0,0.38,0,0.01,0,0.01,0.34,0.03,0,0,2.12,2.39,2.22,0.32,0.32,0.34,0.35,0.53,0,0
学5栋5501室电表,0.06,0.38,0.03,0.04,0.04,0.03,0.39,0.03,0.55,1.4,0.03,0.04,0.37,0.75,0.04,1.55,0.54,0.03,0.39,0.04,0.03,0.04,1.55,0.07,0.31,0.08,0.04,0.04,0.03,0.38,0,0
学5栋5502室电表,1.01,0.02,0.32,0.02,0.03,0.03,0.18,1.05,0.86,0.04,0.32,0.03,0.02,0.22,0.46,0.07,0.05,0.05,0.39,0.06,0.03,0.02,1.8,1.18,0.21,0.41,0.02,0.04,0.32,0.03,0,0
学5栋5503室电表,0.9,0.02,0.01,0.02,0,0.01,0.33,0.57,1.13,0,0,0.01,0.3,0.36,0.05,1.27,0,0,0.01,0.47,0.01,0,1.15,1.48,0.06,0.08,0.04,0.34,0.01,0.01,0,0
学5栋5505室电表,0.03,0.01,0.36,0.01,0,0.01,0,0.9,0.79,0.05,0.03,0.39,0.02,2.13,0.9,0.64,0.03,0.02,0.39,0.08,0.04,0.4,0.48,1.92,0.91,0.03,0.04,0.03,0.02,0.41,0,0
学5栋5506室电表,0.99,0.01,0,0.01,0.34,0.01,0,0.14,0.41,0.02,0.34,0,0,0.07,0.42,0.02,0.01,0.34,0.01,1.67,0,0,0.58,1.01,1.77,0.22,0.01,0,0.01,0.34,0,0
学5栋5507室电表,0.27,0.04,0.01,0.24,0.01,0.01,0.02,0.27,0.01,0,0,0,0.27,0.02,0.02,0.04,0.04,0.33,0.06,0.04,0,0.01,0.22,1.12,0.57,0.04,0.25,0.05,0.25,0.02,0,0
学5栋5508室电表,1.31,0.23,0.04,0.22,0.05,0.22,0.04,0.54,0.21,0.23,0.03,0.06,0.19,0.48,0.23,0.04,0.21,0.03,0.23,0.26,0.02,0.2,1.63,1.42,1.99,0,0.22,0,0.19,0,0,0
学5栋5509室电表,2.26,1.14,0.02,0.01,0.31,0.01,0,0.01,0.38,0.01,0,0,0.01,0.16,0.21,0.01,0,0,0.01,0,0.35,0,1.91,0.2,0.01,0,0.01,0.34,0.02,0.01,0,0
学5栋5510室电表,2.6,1.12,0.01,0.01,0.28,0,0.01,0.38,0.04,0.12,0.28,0.05,0.05,0.25,0.16,0.06,0.08,0.34,0.1,0.07,0.07,0.07,1.46,1.41,1.8,0,0.01,0.28,0.01,0,0,0
学5栋5511室电表,0.57,0,0,0.01,0.29,0.01,0.01,0.01,0.41,0,0,0.01,0,1.45,0.05,0,0.3,0.01,0,0,0.01,0.2,1.1,1.53,0.02,0,0.01,0,0.29,0.01,0,0
学5栋5512室电表,1.54,0.18,0.18,0.16,0.01,0.16,0,0.87,0.16,0.36,0.05,0.2,0.05,0.2,0.19,0.18,0.03,0.17,0.03,0.33,0.04,0.19,1.88,1.99,0.59,0.19,0.17,0,0.16,0,0,0
学5栋5513室电表,3.27,2.58,0.76,0.9,0.81,0.6,0.8,0.98,0.99,0.84,0.81,0.55,0.52,0.88,0.68,0.45,0.67,0.44,0.58,0.36,0.24,0.01,0.77,2.05,2.36,2.35,1.55,0.62,0.72,0.48,0,0
学5栋5515室电表,1.42,0.01,0.26,0,0.01,0.26,0,0.21,0.42,0.26,0,0,0.26,0.03,0.02,0,0.28,0,0,0.01,0,0.29,0.08,0.84,1.56,0.01,0.28,0,0.01,0.01,0,0
学5栋5517室电表,3.36,0.95,0.9,1.17,1.2,0.86,0.83,1.18,1.64,1.11,0.8,1.05,0.74,1.38,0.76,0.67,0.68,0.66,1.17,0.64,0.37,0.04,0.51,1.29,1.86,1.09,0.01,0.02,0.01,0.01,0,0
学5栋5518室电表,1.33,0.2,0.23,0.11,0.11,0.11,0,0.31,0.11,0.11,0.11,0.1,0.1,0.12,0.11,0.11,0,0.1,0.1,0.01,0.08,0.09,0.23,1.86,0.99,0.13,0.12,0.23,0.02,0.09,0,0
学5栋5519室电表,2.41,0.15,0.16,0.15,0.14,0.01,0.14,0.27,0.16,0.14,0,0.15,0.13,0.38,0.14,0.17,0.14,0.14,0.01,0.36,0,0.15,0.26,1.78,1.16,0.17,0.16,0.14,0.15,0,0,0
学5栋5520室电表,1.8,1.06,0.89,0.38,0.12,0,0.12,0.14,0.14,0,0.16,0.01,0.14,0.09,0.14,0.04,0.14,0.01,0.14,0.01,0.12,0.01,0.91,1.24,0.75,0.17,0.12,0.14,0.12,0,0,0
学5栋5522室电表,0.73,0.04,0.05,0.36,0.03,0.04,0.03,0.47,1.1,0.03,0.02,0.02,0.34,0.04,0.06,0.03,0.1,0.28,0.02,0.06,0.01,0.02,2.05,2.12,2.06,0.78,0.37,0.44,0.35,0.34,0,0
学5栋5525室电表,1.46,0.82,2.95,0.13,0.01,0.01,0.33,0.01,0.02,1.48,0,0.01,0.04,0.34,0.05,0,0,0.01,0.34,0.01,0,0.12,2.47,2.27,0.13,0.04,0.45,0.66,0.35,0.01,0,0
学5栋5526室电表,1.92,0.01,0.26,0.01,0,0.26,0,0.24,0.19,0.27,0,0.25,0,0.05,0.04,0.27,0,0,0.01,0.33,0.03,0.02,1.32,2.46,0.29,0.3,0.02,0.03,0.29,0.02,0,0
学5栋5527室电表,1.53,0.16,0.15,0.17,0.11,0.09,0.09,0.77,0.63,0.26,0.12,0.12,0.2,0.12,0.19,0.12,0.11,0.12,0.11,0.13,0.12,0.07,1.13,0.77,1.19,0.19,0.19,0.12,0.12,0.13,0,0
学5栋5528室电表,0.58,0.01,0.29,0,0.01,0,0.01,0.53,1.51,0.04,0.04,0.04,0.53,0.42,0.03,1.76,0.36,0.04,0.04,0.03,0.04,0.04,1.92,1.94,0.91,0.59,0.05,0.33,0.05,0.05,0,0
学5栋5529室电表,1.59,0.04,0,0.01,0.42,0,0.01,0.78,0.15,0,0.4,0,0.01,0.05,0.08,0.47,0,0,0.01,0,0.39,0.01,0.08,1.31,1.52,1.3,1.44,0,0.01,0.01,0,0
学5栋5530室电表,0.28,0.01,0.25,0,0,0.01,0.25,0.89,0.48,0.27,0,0,0.25,0.36,0.26,0.02,0.25,0,0,0.29,0.03,0.03,1.28,1.28,0.02,0.27,0.01,0,0.26,0.01,0,0
学5栋5532室电表,0.22,0.2,0.02,0.15,0.01,0.09,0.05,0.01,0.97,0.73,0.16,0.14,0.15,0,0.17,0.04,0.09,0.01,0.17,0,0.23,0.01,0.14,0.07,0.16,0,0.01,0.15,0,0.04,0,0
学5栋5533室电表,0.45,0.42,0.28,0.02,0.26,0.03,0.02,0.48,0.19,0.12,0.03,0.27,0.02,0.04,0.03,0.29,0.03,0.02,0.02,0.04,0.3,0.03,0.58,2.05,1.31,0.13,0.23,0.02,0.28,0.03,0,0
学5栋5535室电表,0.34,0.26,0.19,0.17,0.15,0.15,0.14,0.24,0.31,0.25,0.22,0.15,0.21,0.61,0.52,0.21,0.1,0.11,0.15,0.42,0.51,0.5,0.67,0.49,0.38,0.43,0.41,0.37,0.36,0.36,0,0
学5栋5546室电表,0.47,0.01,0.01,0,0,0.01,0,0.57,1.58,0.08,0.07,0.07,0.06,0.05,0.33,0.04,0.04,0.04,0.03,0.04,0.04,0.04,0.08,0.48,0.07,0.02,0,0,0.01,0,0,0
学5栋5641室电表,0.65,0.25,0.03,0.03,0.02,0.03,0.02,0.03,0.04,0.01,0,0,0,0,0,0,0,0,0,0,0.36,2.14,0.58,0.19,0.04,0.03,0.03,0.03,0.03,0.02,0,0
学6栋6117室电表,0.25,0.16,0.2,0.08,0.04,0.04,0.03,0.1,0.1,0.53,0.14,0.51,0.24,0.46,0.3,0.24,0.24,0.26,0.24,0.47,0.03,0.27,0.66,0.74,0.52,0.33,0.04,0.03,0.03,0.02,0,0
学6栋6136室电表,0.01,0.02,0,0.01,0,0.01,0.01,0.01,0.07,0.06,0.03,0.21,0.38,0.13,0.15,0.34,0.35,0.28,0.37,0.42,0.16,0.17,0.66,0.69,0.24,0.03,0.03,0.04,0.02,0.02,0,0
学6栋6138室电表,0.18,0.04,0.2,0.52,0.25,0.04,0.07,0.03,0.03,0.02,0.04,0.03,0.04,0.05,0.06,0.07,0.1,0.32,0.42,0.29,0.27,0.29,0.27,0.25,0.11,0.05,0.16,0.03,0.04,0.04,0,0
学6栋6140室电表,0.08,0.03,0.03,0.2,0.02,0.15,0.14,0.09,0.06,0.05,0.07,0.06,0.06,0.34,0.36,0.06,0.05,0.04,0.06,0.27,0.05,0.2,0.62,0.05,0.04,0.06,0.04,0.43,0.33,0.03,0,0
学6栋6205室电表,1.36,0.95,0.01,0.01,0,0.04,0.34,0.01,0.01,0,0,0,0,0,0.01,0.01,0.01,0.01,0.01,0.01,0,0.01,0.01,0.01,0.67,1.17,0.01,0.01,0.01,0.01,0,0
学6栋6209室电表,0.07,0.44,0.06,0.06,0.05,0.06,0.23,0.21,1.2,0.05,0.02,0.01,0.01,0.14,0.15,0.01,0.01,0,0.32,0.05,0.07,0.34,2.26,1.7,0.04,0.02,0.02,0.32,0.02,0.02,0,0
学6栋6217室电表,0.06,0.01,0,0.01,0.22,0,0.01,0.05,0.26,0.01,0.01,0,0.01,0,0.23,0.01,0,0.01,0.01,1.03,1.29,0.07,0.11,0.14,0.13,0.32,0.12,0.01,0,0,0,0
学6栋6221室电表,2.22,0.57,0.02,0.01,0.01,0.01,0.35,0.02,0.55,0.01,0.01,0,0.01,0.33,0.01,0.01,0.01,0,0.13,0.21,0.89,0.7,0.02,0.02,2.19,0.09,0.01,0.01,0.01,0.01,0,0
学6栋6222室电表,0.01,0.01,0.01,0.01,0.34,0.01,0.2,0.23,0.01,0,0.01,0.34,0.02,0,0.01,0,0.02,0.33,0.02,0,0.73,0.01,1.86,0.02,0.01,0.01,0.01,0.32,0.01,0.01,0,0
学6栋6223室电表,0.79,0.03,0.01,0.01,0.01,0,0.01,0.01,0,0.01,0,0.01,0,0.01,0,1.15,0.59,0.2,0,0.21,0.01,0.2,0.01,0.04,1.07,0.03,0.01,0.01,0.02,0,0,0
学6栋6228室电表,1.47,0.1,0.15,0.01,0.14,0.01,0.24,0.11,0.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.56,1.67,0.84,0.01,0.14,0.01,0.14,0,0
学6栋6303室电表,0.35,0.98,0.03,0.03,0,0.01,0.01,0.4,0.08,0.02,0,0,0,0.13,0.18,0.15,0.13,0.04,0.02,1.38,1.16,2.38,1.48,2.76,0.75,0.04,0.01,0.02,0.02,0.23,0,0
学6栋6305室电表,1.57,0.73,0.07,0.01,0.01,0.36,0.01,0.04,0.84,0.01,0,0.01,0.01,1.55,1.75,0.04,0.03,0.04,0.07,0.07,0.5,1.17,2.29,0.53,0.46,1.06,0.12,0.03,0.01,0.37,0,0
学6栋6307室电表,0.06,2.14,1.37,0.05,0.03,0.03,0.02,0.37,0.74,1.37,0.01,0,0.01,0.8,0.28,0.06,0.1,2.03,0.11,1.12,1.54,0.15,2.49,2.63,2.3,1.16,0.02,0.02,0.02,0.02,0,0
学6栋6308室电表,0.39,1.31,0.62,0.03,0.34,0.01,0,0.01,0.01,0.2,0,0,0,0,0.57,0.09,0.01,0.01,0.01,0.01,0.47,0.18,0.21,0.04,0.02,0.02,0.02,0.39,0.02,0.01,0,0
学6栋6309室电表,0.08,0.01,0.02,0.01,0.04,0.01,0,0.01,0.07,0.01,0,2.36,0.59,0.13,0.17,0.15,0.01,0,0,0.01,0.03,0.05,0.03,0.17,0.06,0.26,0.19,0.21,0.19,0.19,0,0
学6栋6311室电表,0.18,0.4,0.01,0.01,0.27,0.01,0.01,0.32,0.86,0,0,0.31,0.57,0.18,0.07,2.26,0.21,0.25,0.25,0.59,2.37,1.15,2.62,0.69,0.85,1.85,0.11,0.02,0.01,0.27,0,0
学6栋6313室电表,0.36,0.03,0.02,0.07,0.23,0.01,0,0,0.12,0.12,0.46,2.56,0.34,0.01,0.01,0.25,0,0,0.01,0.23,0.67,2.27,0.39,1.19,0.03,0.04,0.01,0.24,0,0.01,0,0
学6栋6315室电表,1.41,1.91,0.66,0.16,0.01,0.15,0.01,0.01,0.31,0,0,0.49,0.19,0.07,0.08,2.16,0.79,0.21,0.01,0.19,0.29,0.43,1.54,0.51,1.24,0.99,0.21,0.04,0.18,0.02,0,0
学6栋6316室电表,0.56,0.06,0.06,0.04,0.03,0.39,0.01,0.01,0.01,0,0,0.69,2.11,1.04,2.34,0.07,0.01,0.01,0.01,0.42,0.08,0.06,0.1,0.08,0.08,0.44,0.05,0.05,0.03,0.02,0,0
学6栋6317室电表,0.94,2.09,0.06,0.02,0.03,0.03,0.3,0.03,0.06,0.15,0,0.49,0.19,0.22,0.31,0.83,0.19,0.05,0.06,0.12,0.61,0.21,1.48,1.77,0.1,0.07,0.08,0.08,0.06,0.33,0,0
学6栋6318室电表,0.01,0,0.28,0.01,0,0.01,0.27,0.01,0.32,0,0,0.94,0.45,0.24,0.43,0.02,0.02,0,0.28,0,0.01,0.01,0.28,0.08,0.44,0.48,0.49,0.73,0.23,0.18,0,0
学6栋6319室电表,0.35,0.96,2.26,0.46,0.01,0.01,0,0.29,1.18,2.31,0.55,0.01,0.04,0.18,0.19,0.07,0.45,0.07,0.06,0.04,0.1,2.09,2.06,1.69,1.41,1,0.03,0,0.02,0.29,0,0
学6栋6321室电表,0.71,0.02,0.01,0.01,0.01,0.01,0.01,0.7,2.54,0.24,0.01,0.12,0.33,0.01,0.1,0.35,0.23,0.23,0.65,2.02,1.9,0.29,1.66,1.59,1.97,2.45,0.88,0.5,0.08,0.07,0,0
学6栋6322室电表,0.36,0.09,0.08,0.07,0.01,0.33,0.01,0.01,0.01,0.03,0.01,0.32,0.03,0.13,0.02,0.18,0.16,0.05,1.89,1.54,0.33,0.04,0.03,0.07,0.11,0.44,0.08,0.35,0.09,0.06,0,0
学6栋6323室电表,2.63,1.15,0.27,0.37,0.26,0.05,0.12,0.39,0.65,0.02,0,0.31,0.12,0.11,0.21,0.04,0.02,0.22,0.02,0.01,0.01,0.24,0.23,2.41,2.68,2.68,1.52,0.04,0.24,0.04,0,0
学6栋6325室电表,0.25,0.8,2,0.7,0.05,0.04,0.04,0.06,0.51,0.08,0.2,0.41,0.33,0.43,0.81,0.16,0.17,0.11,0.11,0.39,0.08,0.09,0.76,1.37,2.06,1.65,1.04,0.08,1.74,1.54,0,0
学6栋6326室电表,2.44,2.31,1.07,0.01,0.01,0.01,0.03,0.38,0.03,0.01,0,0.91,0.22,0.12,0.11,0.13,0.48,0.01,0.09,1.44,1.49,1.42,2.55,2.4,1.49,0.06,0.02,0.02,0.01,0.38,0,0
学6栋6327室电表,0.45,0.05,0.02,0.26,0.01,0.01,0.01,0.28,0.01,0.01,0.22,0.76,0.12,0.04,0.04,0.26,0.04,1.73,1.43,0.01,0,0.23,1.32,0.72,1.65,2.16,0.72,0.02,0.01,0.23,0,0
学6栋6328室电表,2.47,2.35,2.32,0.7,0.03,0.02,0.02,0.29,1.15,0.14,0,0,0,0.36,0.08,0,0,0,0.43,0.15,0.16,0.22,1.16,2.46,2.34,1.79,0.04,0.01,0.02,0.28,0,0
学6栋6329室电表,0.33,0.86,0.01,0,0.27,0.01,0.01,0.01,0.43,0.35,0,0.4,0.06,0.01,0.17,0.46,0.18,1.69,0.87,0.01,0.27,0.02,0.4,2.58,1.38,0.91,0.01,0.02,0.25,0.01,0,0
学6栋6330室电表,2.38,1.61,0.46,1.48,0.24,0.04,0.03,0.01,0.89,0.06,0.03,0.02,0,0.02,0.02,0.01,0.01,0,0.03,1.22,1.72,1.65,0.47,2.31,1.43,0.1,0.07,0.04,0.04,0.05,0,0
学6栋6331室电表,0.22,0.06,0.27,0.04,0.01,0.25,0.01,0.02,1.52,0.36,0,0.32,0.21,0.49,1.37,0.39,1.23,1.64,2.42,0,0,0,2.23,0.77,2.39,0.94,0.01,0.2,0,0.02,0,0
学6栋6332室电表,2.39,2.43,1.32,0.02,0.02,0.02,0.28,0.02,0.82,0.01,0.24,0.27,0.31,0.69,0.66,0.08,0.03,0.25,0.16,0.76,2.63,0.49,0.56,0.85,2.74,2.42,1.65,0.05,0.03,0.02,0,0
学6栋6333室电表,1.68,2.1,0.03,0.01,0,0.17,0.15,0.02,0.34,0.01,0,0.42,0.04,0.01,0.3,0.04,0.02,0.02,1.52,0,0.01,0,0.42,1.89,0.08,0.02,0.33,0.01,0.03,0.01,0,0
学6栋6335室电表,0.27,2.16,0.81,0.03,0.01,0.01,0.01,0.01,0.43,0.32,0.01,0,0.01,0.01,0.01,0.39,0.01,0.07,0.38,0.5,0.51,0.92,0.51,0.17,1.52,1.78,0.78,0.03,0.03,0.35,0,0
学6栋6336室电表,1.72,0.34,0.47,0.03,0.01,0.01,0.01,0.2,0.29,0.53,0.04,0.03,0.03,0.48,0.08,0.01,0,0.01,0.33,0.24,2.55,1.52,1.23,1.37,1.81,1.17,0.02,0.04,0.01,0.01,0,0
学6栋6339室电表,0.05,0.06,0.06,0.05,0.05,0.38,0.06,0.12,0.6,0.05,0.06,0.06,0.05,0.08,0.39,0.06,0.05,0.06,0.05,0.05,0.42,0.18,0.08,0.35,0.86,0.06,0.05,0.05,0.06,0.06,0,0
学6栋6340室电表,2.08,0.08,0.38,0.21,0.08,0.09,0.41,0.08,0.07,0.41,0.09,0.12,0.09,0.41,0.07,0.03,0.06,0.59,0.09,0.09,0.53,0.13,0.12,0.15,0.44,0.1,0.12,0.13,0.44,0.62,0,0
学6栋6342室电表,2.23,0.64,0.01,0.01,0,0.01,0.33,0.01,0.96,1.48,2.17,0.36,0.24,0.55,0.3,0.33,0.32,0.39,0.31,0.57,0.22,0.24,1.89,2.96,2.13,0.01,0.03,0,0.01,0.01,0,0
学6栋6346室电表,0.56,1.07,0.67,0.01,0.02,0.24,0.03,0.04,0.42,0.04,0.29,0.24,0.22,0.43,0.3,0.19,0.08,0.11,0.5,2.73,1.49,0.56,0.55,0.99,0.57,0.49,2.35,0.53,0.25,0.2,0,0
学6栋6348室电表,2.26,1.05,0.07,0.38,0.01,0.01,0,0.01,0.72,0.02,0.05,0.05,0.02,0.77,2.22,1.01,0.02,0.05,0.44,0.08,0.12,1.08,1.24,2.68,2.22,2.2,2.31,0.78,0.02,0.02,0,0
学6栋6350室电表,0.57,0.1,0.32,0.06,0.05,0.06,0.05,0.29,0.35,0.16,0.44,0.16,0.1,0.11,0.4,0.22,0.2,0.34,0.56,0.45,1.11,1.25,1.71,0.81,0.29,0.53,0.08,0.08,0.07,0.06,0,0
学6栋6352室电表,1.19,0.18,0.05,0,0.01,0.37,0.01,0.01,0,0,0,0,0,0,0.17,0.35,0.01,0,0.02,0.14,0.5,0.15,0.13,0.17,0.58,1.84,0.01,0.01,0,0.01,0,0
学6栋6401室电表,1.69,1.04,0.07,0.06,0.02,0.02,0.34,0.01,1.73,0.37,0,0.03,0.04,0.49,0.15,0,0,0.35,0.33,0.24,0.02,0.91,2.1,2.34,1.18,2.38,1.15,0.06,0.01,0.01,0,0
学6栋6402室电表,0.07,0.48,0.02,0.02,0.01,0.01,0.01,0.01,1.68,0.01,0.01,0.01,0.2,1.21,0.18,0.09,0.08,0.09,0.38,0.41,0.64,0.94,1.15,1.75,0.61,0.02,0.01,0.01,0.01,0.01,0,0
学6栋6403室电表,0.79,0.32,0.28,0.36,0.01,0.03,0.03,0.02,0.29,0.01,0,0,0.6,0.25,0.72,0.03,0.02,0.04,0.08,0.48,0.13,0.23,0.16,0.24,0.52,0.42,0.74,0.63,1.1,0.03,0,0
学6栋6405室电表,0.47,0.89,0.53,0.01,0.32,0.01,0.01,0.01,0.43,0.01,0.01,0,0.34,0.03,0.02,0.01,0.01,0.05,0.51,0.84,0.69,0.25,0.39,0.75,0.4,0.44,0.42,0.39,0.41,0.01,0,0
学6栋6407室电表,2.03,2.45,1.28,1.88,0.04,0.02,0.03,0.02,0.41,0.04,0,1.03,0.35,0.2,0.17,0.4,0.01,0.02,0.3,0.73,0.76,0.36,2.27,1.48,1.8,2.7,0.31,2.21,1.32,0.02,0,0
学6栋6409室电表,1.39,0.33,0.24,0.04,0.31,0.02,0.04,0.02,1.22,0,0,0.7,0.91,0.58,0.67,0.15,0.46,0.14,0.17,1.24,0.16,1.57,2.84,1.31,1.12,1.25,0.03,0.02,0.04,0.02,0,0
